file	layers	dir	tag	b1	b2	b3	b4	w1	w2	dw	bitfield
DATA\GLOBAL\MONSTERS\64\COF\64DDHTH.COF	8	1	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\64\COF\64DTHTH.COF	8	1	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\64\COF\64NUHTH.COF	7	1	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\65\COF\65A1HTH.COF	7	1	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\65\COF\65DDHTH.COF	8	1	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\65\COF\65DTHTH.COF	8	1	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\65\COF\65NUHTH.COF	7	1	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\66\COF\66DDHTH.COF	1	1	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\66\COF\66DTHTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\66\COF\66GHHTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\66\COF\66NUHTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\66\COF\66S1HTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\67\COF\67DDHTH.COF	1	1	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\67\COF\67DTHTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\67\COF\67GHHTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\67\COF\67NUHTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\67\COF\67S1HTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\68\COF\68DDHTH.COF	1	1	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\68\COF\68DTHTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\68\COF\68GHHTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\68\COF\68NUHTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\68\COF\68S1HTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\69\COF\69DDHTH.COF	1	1	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\69\COF\69DTHTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\69\COF\69GHHTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\69\COF\69NUHTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\69\COF\69S1HTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\6Z\COF\6ZNUHTH.COF	1	1	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\7I\COF\7INUHTH.COF	1	1	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\7J\COF\7JNUHTH.COF	1	1	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\9A\COF\9AA1HTH.COF	1	1	20	0	251	113	0	-1280	113	7469824	00000000110111111000111000000000b
DATA\GLOBAL\MONSTERS\9A\COF\9AA2HTH.COF	1	1	20	0	251	113	0	-1280	113	7469824	00000000110111111000111000000000b
DATA\GLOBAL\MONSTERS\9A\COF\9ADDHTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\9A\COF\9ADTHTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\9A\COF\9ANUHTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\9A\COF\9AS1HTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\9A\COF\9AS2HTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\A6\COF\A6DDHTH.COF	1	1	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\A6\COF\A6DTHTH.COF	1	1	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\A6\COF\A6GHHTH.COF	1	1	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\A6\COF\A6NUHTH.COF	1	1	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\AC\COF\ACDDHTH.COF	2	1	20	0	252	18	0	-1024	18	1244160	00000000001111110100100000000000b
DATA\GLOBAL\MONSTERS\AC\COF\ACDTHTH.COF	3	1	20	0	252	18	0	-1024	18	1244160	00000000001111110100100000000000b
DATA\GLOBAL\MONSTERS\AC\COF\ACGHHTH.COF	3	1	20	0	252	18	0	-1024	18	1244160	00000000001111110100100000000000b
DATA\GLOBAL\MONSTERS\AC\COF\ACNUHTH.COF	3	1	20	0	252	18	0	-1024	18	1244160	00000000001111110100100000000000b
DATA\GLOBAL\MONSTERS\AE\COF\AEA1HTH.COF	2	1	20	0	252	18	0	-1024	18	1244160	00000000001111110100100000000000b
DATA\GLOBAL\MONSTERS\AE\COF\AEDDHTH.COF	2	1	20	0	252	18	0	-1024	18	1244160	00000000001111110100100000000000b
DATA\GLOBAL\MONSTERS\AE\COF\AEDTHTH.COF	2	1	20	0	252	18	0	-1024	18	1244160	00000000001111110100100000000000b
DATA\GLOBAL\MONSTERS\AE\COF\AENUHTH.COF	2	1	20	0	252	18	0	-1024	18	1244160	00000000001111110100100000000000b
DATA\GLOBAL\MONSTERS\AG\COF\AGDDHTH.COF	1	1	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\AG\COF\AGDTHTH.COF	1	1	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\AG\COF\AGGHHTH.COF	1	1	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\AG\COF\AGNUHTH.COF	1	1	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\AG\COF\AGS1HTH.COF	1	1	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\AH\COF\AHA1HTH.COF	1	8	20	0	104	116	32	26624	8308	544499712	00000000000101100010111000000100b
DATA\GLOBAL\MONSTERS\AH\COF\AHDTHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\AH\COF\AHGHHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\AH\COF\AHNUHTH.COF	1	8	20	0	251	122	0	-1280	122	8059648	00000000110111110101111000000000b
DATA\GLOBAL\MONSTERS\AH\COF\AHS1HTH.COF	1	8	20	0	249	146	0	-1792	146	9632000	00000000100111110100100100000000b
DATA\GLOBAL\MONSTERS\AH\COF\AHWLHTH.COF	1	8	20	0	251	122	0	-1280	122	8059648	00000000110111110101111000000000b
DATA\GLOBAL\MONSTERS\AJ\COF\AJDDHTH.COF	1	1	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\AJ\COF\AJDTHTH.COF	1	1	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\AJ\COF\AJGHHTH.COF	1	1	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\AJ\COF\AJNUHTH.COF	1	1	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\AJ\COF\AJS1HTH.COF	1	1	20	0	252	18	0	-1024	18	1244160	00000000001111110100100000000000b
DATA\GLOBAL\MONSTERS\AK\COF\AKDDHTH.COF	1	1	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\AK\COF\AKDTHTH.COF	1	1	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\AK\COF\AKGHHTH.COF	1	1	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\AK\COF\AKNUHTH.COF	1	1	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\AL\COF\ALA1HTH.COF	1	8	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\AL\COF\ALDTHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\AL\COF\ALGHHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\AL\COF\ALNUHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\AL\COF\ALS1HTH.COF	1	8	20	0	249	136	0	-1792	136	8976640	00000000100111110001000100000000b
DATA\GLOBAL\MONSTERS\AL\COF\ALWLHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\AN\COF\ANA1HTH.COF	1	8	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\AN\COF\ANDDHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\AN\COF\ANDTHTH.COF	2	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\AN\COF\ANGHHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\AN\COF\ANNUHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\AN\COF\ANSCHTH.COF	2	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\AN\COF\ANWLHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\AS\COF\ASDDHTH.COF	1	8	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\AS\COF\ASDTHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\AS\COF\ASNUHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\AS\COF\ASS1HTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\AS\COF\ASWLHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\B7\COF\B7A1HTH.COF	1	8	20	0	252	18	0	-1024	18	1244160	00000000001111110100100000000000b
DATA\GLOBAL\MONSTERS\B7\COF\B7A2HTH.COF	1	8	20	0	252	18	0	-1024	18	1244160	00000000001111110100100000000000b
DATA\GLOBAL\MONSTERS\B7\COF\B7DDHTH.COF	2	8	20	0	252	18	0	-1024	18	1244160	00000000001111110100100000000000b
DATA\GLOBAL\MONSTERS\B7\COF\B7DTHTH.COF	2	8	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\B7\COF\B7GHHTH.COF	1	8	20	0	252	18	0	-1024	18	1244160	00000000001111110100100000000000b
DATA\GLOBAL\MONSTERS\B7\COF\B7NUHTH.COF	1	8	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\B7\COF\B7S1HTH.COF	2	8	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\B7\COF\B7WLHTH.COF	1	16	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\B8\COF\B8DDHTH.COF	2	1	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\B8\COF\B8DTHTH.COF	2	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\B8\COF\B8NUHTH.COF	2	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\B8\COF\B8S1HTH.COF	2	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\B8\COF\B8WLHTH.COF	2	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\B9\COF\B9NUHTH.COF	1	8	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\B9\COF\B9WLHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BB\COF\BBA1HTH.COF	1	8	20	1	0	19	0	1	19	1245185	10000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\BB\COF\BBA2HTH.COF	1	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BB\COF\BBDDHTH.COF	2	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BB\COF\BBDTHTH.COF	2	8	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\BB\COF\BBGHHTH.COF	1	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BB\COF\BBNUHTH.COF	1	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BB\COF\BBWLHTH.COF	1	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BG\COF\BGDDHTH.COF	1	1	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\BG\COF\BGDTHTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BG\COF\BGNUHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BG\COF\BGS1HTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BG\COF\BGWLHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BH\COF\BHA1HTH.COF	1	8	20	0	251	114	0	-1280	114	7535360	00000000110111110100111000000000b
DATA\GLOBAL\MONSTERS\BH\COF\BHA2HTH.COF	2	8	20	0	249	146	0	-1792	146	9632000	00000000100111110100100100000000b
DATA\GLOBAL\MONSTERS\BH\COF\BHDDHTH.COF	1	8	20	0	251	114	0	-1280	114	7535360	00000000110111110100111000000000b
DATA\GLOBAL\MONSTERS\BH\COF\BHDTHTH.COF	1	8	20	0	251	114	0	-1280	114	7535360	00000000110111110100111000000000b
DATA\GLOBAL\MONSTERS\BH\COF\BHGHHTH.COF	1	8	20	0	251	114	0	-1280	114	7535360	00000000110111110100111000000000b
DATA\GLOBAL\MONSTERS\BH\COF\BHNUHTH.COF	1	8	20	0	251	114	0	-1280	114	7535360	00000000110111110100111000000000b
DATA\GLOBAL\MONSTERS\BH\COF\BHWLHTH.COF	1	8	20	0	251	114	0	-1280	114	7535360	00000000110111110100111000000000b
DATA\GLOBAL\MONSTERS\BK\COF\BKA1HTH.COF	1	8	20	0	251	113	0	-1280	113	7469824	00000000110111111000111000000000b
DATA\GLOBAL\MONSTERS\BK\COF\BKDDHTH.COF	1	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BK\COF\BKDTHTH.COF	1	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BK\COF\BKGHHTH.COF	1	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BK\COF\BKNUHTH.COF	1	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BK\COF\BKWLHTH.COF	1	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BN\COF\BNDDHTH.COF	1	1	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\BN\COF\BNDTHTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BN\COF\BNNUHTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BN\COF\BNS1HTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BS\COF\BSNUHTH.COF	1	8	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\BS\COF\BSS1HTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BS\COF\BSWLHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BT\COF\BTA1HTH.COF	1	8	20	0	251	113	0	-1280	113	7469824	00000000110111111000111000000000b
DATA\GLOBAL\MONSTERS\BT\COF\BTA2HTH.COF	2	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BT\COF\BTDDHTH.COF	1	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BT\COF\BTDTHTH.COF	2	8	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\BT\COF\BTGHHTH.COF	1	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BT\COF\BTNUHTH.COF	1	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BT\COF\BTS2HTH.COF	1	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BT\COF\BTS3HTH.COF	1	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BT\COF\BTS4HTH.COF	1	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BT\COF\BTWLHTH.COF	1	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BU\COF\BUA1HTH.COF	1	8	20	0	251	113	0	-1280	113	7469824	00000000110111111000111000000000b
DATA\GLOBAL\MONSTERS\BU\COF\BUDDHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BU\COF\BUDTHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BU\COF\BUGHHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BU\COF\BUNUHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BU\COF\BUWLHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BW\COF\BWDDHTH.COF	1	4	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\BW\COF\BWDTHTH.COF	1	4	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BW\COF\BWGHHTH.COF	1	4	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BW\COF\BWNUHTH.COF	1	4	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\BW\COF\BWS1HTH.COF	2	4	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\CI\COF\CINUHTH.COF	1	8	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\CI\COF\CIS1HTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\CI\COF\CIWLHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\CK\COF\CKDDHTH.COF	1	8	20	1	0	19	0	1	19	1245185	10000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\CK\COF\CKNUHTH.COF	1	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\CK\COF\CKS1HTH.COF	1	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\CK\COF\CKWLHTH.COF	1	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\CM\COF\CMNUHTH.COF	1	8	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\CM\COF\CMS1HTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\CM\COF\CMWLHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\CO\COF\CODDHTH.COF	1	8	20	0	249	127	0	-1792	127	8386816	00000000100111111111111000000000b
DATA\GLOBAL\MONSTERS\CO\COF\CODTHTH.COF	1	8	20	0	249	127	0	-1792	127	8386816	00000000100111111111111000000000b
DATA\GLOBAL\MONSTERS\CO\COF\CONUHTH.COF	1	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\CO\COF\COWLHTH.COF	1	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\CR\COF\CRA11HS.COF	9	8	20	1	0	19	0	1	19	1245185	10000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\CR\COF\CRA12HT.COF	8	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\CR\COF\CRA1BOW.COF	8	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\CR\COF\CRBL1HS.COF	9	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\CR\COF\CRDD1HS.COF	8	8	20	0	251	122	0	-1280	122	8059648	00000000110111110101111000000000b
DATA\GLOBAL\MONSTERS\CR\COF\CRDD2HT.COF	8	8	20	0	251	122	0	-1280	122	8059648	00000000110111110101111000000000b
DATA\GLOBAL\MONSTERS\CR\COF\CRDDBOW.COF	8	8	20	0	251	122	0	-1280	122	8059648	00000000110111110101111000000000b
DATA\GLOBAL\MONSTERS\CR\COF\CRDDHTH.COF	7	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\CR\COF\CRDT1HS.COF	9	8	20	0	251	122	0	-1280	122	8059648	00000000110111110101111000000000b
DATA\GLOBAL\MONSTERS\CR\COF\CRDT2HT.COF	9	8	20	0	251	122	0	-1280	122	8059648	00000000110111110101111000000000b
DATA\GLOBAL\MONSTERS\CR\COF\CRDTBOW.COF	9	8	20	0	251	122	0	-1280	122	8059648	00000000110111110101111000000000b
DATA\GLOBAL\MONSTERS\CR\COF\CRDTHTH.COF	8	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\CR\COF\CRGH1HS.COF	9	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\CR\COF\CRGH2HT.COF	8	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\CR\COF\CRGHBOW.COF	8	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\CR\COF\CRNU1HS.COF	9	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\CR\COF\CRNU2HT.COF	8	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\CR\COF\CRNUBOW.COF	8	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\CR\COF\CRRN1HS.COF	9	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\CR\COF\CRRN2HT.COF	8	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\CR\COF\CRRNBOW.COF	8	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\CR\COF\CRS1BOW.COF	8	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\CR\COF\CRWL1HS.COF	9	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
